# Produced by plumchk Version of Sep 19 2023 15:38:43 2d70be83 Linux DEBUG on 19/09/2023 15:44:33
# By merging PA01_200.dat and agora_200.dat
#  scenario1 PA01_200.dat mets1 2022 reactions1 2877 scenario2 agora_200.dat mets2 4137 reactions2 9250 scen1_repeats 0 scen2_repeats 320 same_count 2876 rev_count 0 dropped 3197 same_diff_count 1 diff_same_count 27 build 2d70be83
MET M_2agpe120_c "2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)"
MET M_2agpe140_c "2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)"
MET M_2agpe141_c "2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)"
MET M_2agpe160_c "2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)"
MET M_2agpe161_c "2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)"
MET M_2agpe180_c "2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)"
MET M_2agpe181_c "2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)"
MET M_2agpg120_c "2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)"
MET M_2agpg140_c "2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)"
MET M_2agpg141_c "2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)"
MET M_2agpg160_c "2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)"
MET M_2agpg161_c "2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)"
MET M_2agpg180_c "2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)"
MET M_2agpg181_c "2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)"
MET M_2ahbut_c "(S)-2-Aceto-2-hydroxybutanoate"
MET M_2ahhmd_c "2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate"
MET M_2ahhmp_c "2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine"
MET M_2ameph_c "(2-Aminoethyl)phosphonate"
MET M_2c25dho_c "2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate"
MET M_2c4mthzep_c "2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate"
MET M_2cmcnt_c "2-Chloro-cis,cis-muconate"
MET M_2cpr5p_c "1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"
MET M_2dda7p_c "2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate"
MET M_2ddecg3p_c "2-dodecanoyl-sn-glycerol 3-phosphate"
MET M_2ddg6p_c "2-Dehydro-3-deoxy-D-gluconate 6-phosphate"
MET M_2ddglcn_c "2-Dehydro-3-deoxy-D-gluconate"
MET M_2ddpent_c "2-Dehydro-3-deoxy-L-pentonate"
MET M_2dglcn_c "2-Deoxy-D-gluconate"
MET M_2dh3dgal6p_c "2-Dehydro-3-deoxy-D-galactonate 6-phosphate"
MET M_2dhglcn_c "2-Dehydro-D-gluconate"
MET M_2dhp_c "2-Dehydropantoate"
MET M_2dmmq8_c "2-Demethylmenaquinone 8"
MET M_2dmmql8_c "2-Demethylmenaquinol 8"
MET M_2do5hmc5dp_c "2-Deoxy-5-hydroxymethylcytidine-5-diphosphate"
MET M_2do5hmc5tp_c "2-Deoxy-5-hydroxymethylcytidine-5-triphosphate"
MET M_2dr1p_c "2-Deoxy-D-ribose 1-phosphate"
MET M_2fmcnt_c "2-Fluoro-cis,cis-muconate"
MET M_2h3oppan_c "2-Hydroxy-3-oxopropanoate"
MET M_2hb_c "2-Hydroxybutyrate"
MET M_2hdec9eg3p_c "2-hexadec-9-enoyl-sn-glycerol 3-phosphate"
MET M_2hdecg3p_c "2-hexadecanoyl-sn-glycerol 3-phosphate"
MET M_2hdhgstn_c "2-Hydroxy-2,3-dihydrogenistein"
MET M_2hh24dd_c "2-Hydroxyhepta-2-4-dienedioate"
MET M_2hhmbaldh_c "2-Hydroxy-4-hydroxymethyl-benzaldehyde"
MET M_2hmnp_c "2-Hydroxymethylnaphthalene"
MET M_2hyoxplac_c "2-Hydroxyphenylacetate"
MET M_2hyoxplac_e "2-Hydroxyphenylacetate"
MET M_2hyoxplac_p "2-Hydroxyphenylacetate"
MET M_2ippm_c "2-Isopropylmaleate"
MET M_2kmb_c "2-keto-4-methylthiobutyrate"
MET M_2m1hbtpp_c "2-Methyl-1-hydroxybutyl-TPP"
MET M_2m1hptpp_c "2-Methyl-1-hydroxypropyl-TPP"
MET M_2maacoa_c "2-methylacetoacetyl-CoA(4-)"
MET M_2mahmp_c "2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate"
MET M_2mb2coa_c "2-methylcrotonoyl-CoA(4-)"
MET M_2mbcoa_c "2-methylbutanoyl-CoA(4-)"
MET M_2mbutACP_c "2-methylbutanoyl-ACP,2-methylbutyryl-ACP"
MET M_2mcacn_c "(Z)-but-2-ene-1,2,3-tricarboxylate"
MET M_2mcit_c "2-methylcitrate(3-)"
MET M_2me4p_c "2-C-methyl-D-erythritol 4-phosphate"
MET M_2mecdp_c "2-C-methyl-D-erythritol 2,4-cyclodiphosphate"
MET M_2miphd_c "cis-2-Methyl-5-isopropylhexa-2,5-dienal"
MET M_2miphdnt_c "cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
MET M_2mnptl_c "2-Methylnaphthalene"
MET M_2mop_c "2-methyl-3-oxopropanoate"
MET M_2mp2coa_c "2-Methylprop-2-enoyl-CoA"
MET M_2mpdhl_c "S-(2-Methylpropanoyl)-dihydrolipoamide"
MET M_2mpropACP_c "2-methylpropionyl-ACP,isobutyryl-ACP"
MET M_2naldh_c "2-Naphthaldehyde"
MET M_2obut_c "2-Oxobutanoate"
MET M_2oc_c "2-Oxocarboxylate"
MET M_2odec11eg3p_c "2-octadec-11-enoyl-sn-glycerol 3-phosphate"
MET M_2odecg3p_c "2-octadecanoyl-sn-glycerol 3-phosphate"
MET M_2oh_c "Secondary alcohol"
MET M_2ohed_c "2-Oxohept-3-ene-1,7-dioate"
MET M_2ohph_c "2-Octaprenyl-6-hydroxyphenol"
MET M_2ombz_c "2-Octaprenyl-6-methoxy-1,4-benzoquinone"
MET M_2ombzl_c "2-Octaprenyl-6-methoxy-1,4-benzoquinol"
MET M_2omhmbl_c "2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol"
MET M_2ommb_c "2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone"
MET M_2ommbl_c "2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol"
MET M_2omph_c "2-Octaprenyl-6-methoxyphenol"
MET M_2oph_c "2-Octaprenylphenol"
MET M_2p4c2me_c "2-phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol"
MET M_2pg_c "D-Glycerate 2-phosphate"
MET M_2pglyc_c "2-phosphonatoglycolate(3-)"
MET M_2phpdmcmt_c "2-Phenyl-1,3-propanediol monocarbamate"
MET M_2shchc_c "2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate"
MET M_2tdec7eg3p_c "2-tetradec-7-enoyl-sn-glycerol 3-phosphate"
MET M_2tdecg3p_c "2-tetradecanoyl-sn-glycerol 3-phosphate"
MET M_2xchccoa_c "2-Oxocyclohexane-1-carbonyl-CoA"
MET M_33hmeoxobut_c "2-Oxo-3-hydroxyisovalerate"
MET M_34dchlanln_c "3,4-Dichloroaniline"
MET M_34dchlphem_c "N-(3,4-Dichlorophenyl)-malonamate"
MET M_34dh2hprl2c_c "3,4-Dihydro-2H-Pyrrole-2-carboxylate"
MET M_34dhb_c "Protocatechuate"
MET M_34dhmald_c "3,4-Dihydroxymandelaldehyde"
MET M_34dhoxpeg_c "3,4-Dihydroxyphenylethyleneglycol"
MET M_34dhpha_c "(3,4-dihydroxyphenyl)acetate"
MET M_34dhpha_e "(3,4-dihydroxyphenyl)acetate"
MET M_34dhpha_p "(3,4-dihydroxyphenyl)acetate"
MET M_34dhphe_c "L-dopa"
MET M_34dhtm3c_c "3,4-Dehydrothiomorpholine-3-carboxylate"
MET M_34hpp_c "3-(4-hydroxyphenyl)pyruvate"
MET M_35cgmp_c "3,5-cyclic GMP(1-)"
MET M_35cntd_c "3,5-Cyclic nucleotide"
MET M_35dchlctcl_c "3,5-Dichlorocatechol"
MET M_3a2opp_c "3-Amino-2-oxopropyl phosphate"
MET M_3abutcoa_c "L-3-Aminobutyryl-CoA"
MET M_3aib_c "(S)-3-aminoisobutyric acid"
MET M_3aib_D_c "D-3-Amino-isobutanoate"
MET M_3c2hmp_c "3-Carboxy-2-hydroxy-4-methylpentanoate"
MET M_3c3hmp_c "3-Carboxy-3-hydroxy-4-methylpentanoate"
MET M_3c4mop_c "3-Carboxy-4-methyl-2-oxopentanoate"
MET M_3chmucnt_c "3-Chloro-cis,cis-muconate"
MET M_3clctcl_c "3-Chlorocatechol"
MET M_3cmuc_c "3-Carboxy-cis,cis-muconate"
MET M_3ddgc_c "3-Dehydro-2-deoxy-D-gluconate"
MET M_3dhcrntn_c "3-Dehydrocarnitine"
MET M_3dhq_c "3-Dehydroquinate"
MET M_3dhsk_c "3-Dehydroshikimate"
MET M_3fctcl_c "3-Fluorocatechol"
MET M_3fmcnt_c "3-Fluoro-cis,cis-muconate"
MET M_3fumrlpyr_c "3-Fumarylpyruvate"
MET M_3h3mop_c "(R)-3-Hydroxy-3-methyl-2-oxopentanoate"
MET M_3haACP_c "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
MET M_3hacoa_c "(S)-3-Hydroxyacyl-CoA"
MET M_3hadpcoa_c "(3S)-3-Hydroxyadipyl-CoA"
MET M_3hanthrn_c "3-hydroxyanthranilate"
MET M_3hbcoa_c "(S)-3-hydroxybutanoyl-CoA(4-)"
MET M_3hbcoa_R_c "(R)-3-hydroxybutanoyl-CoA(4-)"
MET M_3hbnlcoa_c "3-Hydroxybutanoyl-CoA"
MET M_3hdcoa_c "(S)-3-Hydroxydecanoyl-CoA"
MET M_3hddcoa_c "(S)-3-Hydroxydodecanoyl-CoA"
MET M_3hddecACP_c "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]"
MET M_3hdecACP_c "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]"
MET M_3hgACPm_c "3-hydroxyglutaryl-ACP methyl ester"
MET M_3hhcoa_c "(S)-3-Hydroxyhexanoyl-CoA"
MET M_3hhdcoa_c "(S)-3-Hydroxyhexadecanoyl-CoA"
MET M_3hhexACP_c "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
MET M_3hibutcoa_c "(S)-3-Hydroxyisobutyryl-CoA"
MET M_3hmbcoa_c "(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)"
MET M_3hmhecoa_c "3-Hydroxy-5-methylhex-4-enoyl-CoA"
MET M_3hmp_c "3-hydroxy-2-methylpropanoate"
MET M_3hmrsACP_c "(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]"
MET M_3hocoa_c "(S)-3-Hydroxyoctanoyl-CoA"
MET M_3hoctACP_c "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
MET M_3hoctaACP_c "(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]"
MET M_3hopc4coa_c "3-Hydroxy-OPC4-CoA"
MET M_3hopc6coa_c "3-Hydroxy-OPC6-CoA"
MET M_3hopc8coa_c "3-Hydroxy-OPC8-CoA"
MET M_3hpACPm_c "3-hydroxypimeloyl-ACP methyl ester"
MET M_3hpalmACP_c "R-3-hydroxypalmitoyl-[acyl-carrier protein]"
MET M_3hpcoa_c "3-hydroxypropanoyl-CoA(4-)"
MET M_3hphac_c "3-Hydroxyphenylacetate"
MET M_3hphac_e "3-Hydroxyphenylacetate"
MET M_3hphac_p "3-Hydroxyphenylacetate"
MET M_3hpmlcoa_c "3-Hydroxypimelyl-CoA"
MET M_3htdcoa_c "(S)-3-Hydroxytetradecanoyl-CoA"
MET M_3ig3p_c "C-(3-Indolyl)-glycerol 3-phosphate"
MET M_3ipenlcoa_c "3-Isopropylbut-3-enoyl-CoA"
MET M_3ipent_c "3-Isopropylbut-3-enoic acid"
MET M_3m1hbtpp_c "3-Methyl-1-hydroxybutyl-TPP"
MET M_3mb2coa_c "3-methylbut-2-enoyl-CoA(4-)"
MET M_3mbutACP_c "3-methylbutanoyl-ACP,isovaleryl-ACP"
MET M_3mgcoa_c "trans-3-methylglutaconyl-CoA(5-)"
MET M_3mmlctn_c "3-Methylmuconolactone"
MET M_3mmucnt_c "3-Methyl-cis,cis-muconate"
MET M_3mob_c "3-methyl-2-oxobutanoate"
MET M_3mop_c "3-methyl-2-oxopentanoate"
MET M_3msaclt_c "3-Methylsalicylate"
MET M_3oacoa_c "3-Oxoacyl-CoA"
MET M_3odcoa_c "3-Oxodecanoyl-CoA"
MET M_3oddcoa_c "3-Oxododecanoyl-CoA"
MET M_3oddecACP_c "3-Oxododecanoyl-[acyl-carrier protein]"
MET M_3odecACP_c "3-Oxodecanoyl-[acyl-carrier protein]"
MET M_3ogACPm_c "3-ketoglutaryl-ACP methyl ester"
MET M_3ohcoa_c "3-Oxohexanoyl-CoA"
MET M_3ohdcoa_c "3-oxopalmitoyl-CoA(4-)"
MET M_3ohexACP_c "3-Oxohexanoyl-[acyl-carrier protein]"
MET M_3omrsACP_c "3-Oxotetradecanoyl-[acyl-carrier protein]"
MET M_3oocoa_c "3-Oxooctanoyl-CoA"
MET M_3ooctACP_c "3-Oxooctanoyl-[acyl-carrier protein]"
MET M_3ooctdACP_c "3-Oxooctadecanoyl-[acyl-carrier protein]"
MET M_3oopc4coa_c "3-Oxo-OPC4-CoA"
MET M_3oopc6coa_c "3-Oxo-OPC6-CoA"
MET M_3opACPm_c "3-ketopimeloyl-ACP methyl ester"
MET M_3opalmACP_c "3-Oxohexadecanoyl-[acyl-carrier protein]"
MET M_3opc8ocoa_c "3-Oxo-OPC8-CoA"
MET M_3ophb_c "3-Octaprenyl-4-hydroxybenzoate"
MET M_3otdcoa_c "3-Oxotetradecanoyl-CoA"
MET M_3oxoadp_c "3-Oxoadipate"
MET M_3pg_c "3-Phospho-D-glycerate"
MET M_3php_c "3-phosphonatooxypyruvate(3-)"
MET M_3psme_c "5-O-(1-Carboxyvinyl)-3-phosphoshikimate"
MET M_3rbleu_c "(3R)-beta-Leucine"
MET M_3slact_c "3-Sulfolactate"
MET M_3uib_c "3-Ureidoisobutyrate"
MET M_4a5ic_c "4-Amino-5-imidazolecarboxylic acid"
MET M_4abut_c "4-Aminobutanoate"
MET M_4abut_e "4-Aminobutanoate"
MET M_4abut_p "4-Aminobutanoate"
MET M_4abutn_c "4-Aminobutanal"
MET M_4abz_c "4-Aminobenzoate"
MET M_4adcho_c "4-amino-4-deoxychorismate"
MET M_4ampm_c "4-Amino-2-methyl-5-phosphomethylpyrimidine"
MET M_4aphe_c "4-Aminophenol"
MET M_4c2me_c "4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol"
MET M_4chlctchl_c "4-Chlorocatechol"
MET M_4chlt3one_c "4-Cholesten-3-one"
MET M_4fctcl_c "4-Fluorocatechol"
MET M_4gubut_c "4-Guanidinobutanoate"
MET M_4gudbd_c "4-Guanidinobutanamide"
MET M_4h2oglt_c "4-hydroxy-2-oxoglutarate(2-)"
MET M_4haqnlno_c "4-Hydroxyaminoquinoline N-oxide"
MET M_4hba_c "4-Hydroxy-benzyl alcohol"
MET M_4hbz_c "4-hydroxybenzoate"
MET M_4hmsaclt_c "4-Hydroxymethylsalicylate"
MET M_4hoxpacd_c "(4-hydroxyphenyl)acetaldehyde"
MET M_4hphac_c "4-hydroxyphenylacetate"
MET M_4hphac_e "4-hydroxyphenylacetate"
MET M_4hphac_p "4-hydroxyphenylacetate"
MET M_4hpro_D_c "cis-4-Hydroxy-D-proline"
MET M_4hpro_LT_c "trans-4-hydroxy-L-proline"
MET M_4hthdp_c "4-hydroxy-tetrahydrodipicolinate"
MET M_4hthr_c "4-Hydroxy-L-threonine"
MET M_4izp_c "4-Imidazolone-5-propanoate"
MET M_4m3hhexACP_c "4-methyl-3-hydroxy-hexanoyl-ACP"
MET M_4m3hpentACP_c "4-methyl-3-hydroxy-pentanoyl-ACP"
MET M_4m3ohexACP_c "4-methyl-3-oxo-hexanoyl-ACP"
MET M_4m3opentACP_c "4-methyl-3-oxo-pentanoyl-ACP"
MET M_4mcat_c "4-Methylcatechol"
MET M_4mhexACP_c "4-methyl-hexanoyl-ACP"
MET M_4mlacac_c "4-maleylacetoacetate"
MET M_4mmlctn_c "4-Methylmuconolactone"
MET M_4mop_c "4-methyl-2-oxopentanoate"
MET M_4mpentACP_c "4-methyl-pentanoyl-ACP"
MET M_4mpetz_c "4-Methyl-5-(2-phosphoethyl)-thiazole"
MET M_4mthex2eACP_c "4-methyl-trans-hex-2-enoyl-ACP"
MET M_4mtpent2eACP_c "4-methyl-trans-pent-2-enoyl-ACP"
MET M_4nph_c "4-nitrophenolate"
MET M_4nqnln1o_c "4-Nitroquinoline 1-oxide"
MET M_4pasp_c "4-Phospho-L-aspartate"
MET M_4per_c "4-Phospho-D-erythronate"
MET M_4ppan_c "D-4-Phosphopantothenate"
MET M_4ppcys_c "N-((R)-4-Phosphopantothenoyl)-L-cysteine"
MET M_4r5au_c "4-(1-D-Ribitylamino)-5-aminouracil"
MET M_56dthm_c "5,6-dihydrothymine"
MET M_56dura_c "5,6-dihydrouracil"
MET M_5HPET_c "5(S)-HPETE(1-)"
MET M_5achltn3one_c "5alpha-Cholestan-3-one"
MET M_5aizc_c "5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate"
MET M_5aop_c "5-Amino-4-oxopentanoate"
MET M_5apentam_c "5-Aminopentanamide"
